stichtag,direktion_code,direktion_name,amt_bereich_code,amt_bereich_name,indikator,wert,einheit,anmerkung_1,anmerkung_2
2020-12-31,2,"Direktion der Justiz und des Innern",2234,"Fachstelle Kultur","Maenner",25,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,2,"Direktion der Justiz und des Innern",2241,"Fachstelle Integration","Frauen",80,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,2,"Direktion der Justiz und des Innern",2241,"Fachstelle Integration","Maenner",20,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,2,"Direktion der Justiz und des Innern",2251,"Bezirksraete","Frauen",86,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,2,"Direktion der Justiz und des Innern",2251,"Bezirksraete","Maenner",14,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,2,"Direktion der Justiz und des Innern",2261,"Statthalteraemter","Frauen",69,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,2,"Direktion der Justiz und des Innern",2261,"Statthalteraemter","Maenner",31,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3000,"Generalsekretariat Zentrale Vollzugsaufgaben und Rekursabteilung","Frauen",68,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3000,"Generalsekretariat Zentrale Vollzugsaufgaben und Rekursabteilung","Maenner",32,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3100,"Kantonspolizei","Frauen",34,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3100,"Kantonspolizei","Maenner",66,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3200,"Strassenverkehrsamt","Frauen",39,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3200,"Strassenverkehrsamt","Maenner",61,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3300,"Migrationsamt","Frauen",65,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3300,"Migrationsamt","Maenner",35,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3400,"Amt fuer Militaer und Zivilschutz","Frauen",30,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3400,"Amt fuer Militaer und Zivilschutz","Maenner",70,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3500,"Sozialamt","Frauen",58,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3500,"Sozialamt","Maenner",42,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3700,"Sportamt","Frauen",62,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,3,"Sicherheitsdirektion",3700,"Sportamt","Maenner",38,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,4,"Finanzdirektion",4000,"Generalsekretariat","Frauen",39,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,4,"Finanzdirektion",4000,"Generalsekretariat","Maenner",61,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,4,"Finanzdirektion",4100,"Finanzverwaltung","Frauen",57,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,4,"Finanzdirektion",4100,"Finanzverwaltung","Maenner",43,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,4,"Finanzdirektion",4400,"Steuern Betriebsteil","Frauen",49,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,4,"Finanzdirektion",4400,"Steuern Betriebsteil","Maenner",51,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,4,"Finanzdirektion",4500,"Personalamt","Frauen",77,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,4,"Finanzdirektion",4500,"Personalamt","Maenner",23,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,4,"Finanzdirektion",4610,"Amt fuer Informatik","Frauen",25,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,4,"Finanzdirektion",4610,"Amt fuer Informatik","Maenner",75,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,4,"Finanzdirektion",4700,"Drucksachen und Material","Frauen",21,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,4,"Finanzdirektion",4700,"Drucksachen und Material","Maenner",79,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,5,"Volkswirtschaftsdirektion",5000,"Generalsekretariat","Frauen",68,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,5,"Volkswirtschaftsdirektion",5000,"Generalsekretariat","Maenner",32,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,5,"Volkswirtschaftsdirektion",5205,"Amt fuer Mobilitaet","Frauen",39,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,5,"Volkswirtschaftsdirektion",5205,"Amt fuer Mobilitaet","Maenner",61,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,5,"Volkswirtschaftsdirektion",5300,"Amt fuer Wirtschaft und Arbeit","Frauen",58,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,5,"Volkswirtschaftsdirektion",5300,"Amt fuer Wirtschaft und Arbeit","Maenner",42,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,6,"Gesundheitsdirektion",6000,"Steuerung Gesundheitsversorgung"" ","Frauen",63,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,6,"Gesundheitsdirektion",6000,"Steuerung Gesundheitsversorgung"" ","Maenner",37,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,6,"Gesundheitsdirektion",6100,"Aufsicht und Bewilligungen im Gesundheitswesen","Frauen",55,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,6,"Gesundheitsdirektion",6100,"Aufsicht und Bewilligungen im Gesundheitswesen","Maenner",45,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,6,"Gesundheitsdirektion",6150,"Arzneimittelversorgung","Frauen",65,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,6,"Gesundheitsdirektion",6150,"Arzneimittelversorgung","Maenner",35,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7000,"Bildungsverwaltung","Frauen",69,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7000,"Bildungsverwaltung","Maenner",31,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7100,"Lehrmittelverlag","Frauen",61,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7100,"Lehrmittelverlag","Maenner",39,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7200,"Volksschule, inkl. Vikare","Frauen",79,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7200,"Volksschule, inkl. Vikare","Maenner",21,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7301,"Mittelschulen","Frauen",55,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7301,"Mittelschulen","Maenner",45,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7306,"Berufsbildung","Frauen",47,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7306,"Berufsbildung","Maenner",53,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7501,"Kinder- und Jugendhilfe","Frauen",85,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7501,"Kinder- und Jugendhilfe","Maenner",15,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7502,"Berufs- und Studien- und Laufbahnberatung","Frauen",76,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,7,"Bildungsdirektion",7502,"Berufs- und Studien- und Laufbahnberatung","Maenner",24,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8000,"Generalsekretariat","Frauen",55,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8000,"Generalsekretariat","Maenner",54,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8100,"Hochbauamt","Frauen",36,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8100,"Hochbauamt","Maenner",64,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8300,"Amt fuer Raumentwicklung","Frauen",44,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8300,"Amt fuer Raumentwicklung","Maenner",56,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8400,"Tiefbauamt","Frauen",10,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8400,"Tiefbauamt","Maenner",90,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8500,"Amt fuer Abfall, Wasser, Energie und Luft","Frauen",33,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8500,"Amt fuer Abfall, Wasser, Energie und Luft","Maenner",67,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8700,"Immobilienamt","Frauen",33,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8700,"Immobilienamt","Maenner",67,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8800,"Amt fuer Landschaft und Natur","Frauen",49,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,8,"Baudirektion",8800,"Amt fuer Landschaft und Natur","Maenner",51,"Prozent","Anzahl Anstellungen ohne Uebriges Personal (Mitglieder von Behoerden, Lernende, Praktikanten)",
2020-12-31,1,"Regierungsrat und Staatskanzlei",1000,"Regierungsrat und Staatskanzlei","Frauen",46,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,1,"Regierungsrat und Staatskanzlei",1000,"Regierungsrat und Staatskanzlei","Maenner",24,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2201,"Generalsekretariat","Frauen",54,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2201,"Generalsekretariat","Maenner",31,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2204,"Staatsanwaltschaft","Frauen",310,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2204,"Staatsanwaltschaft","Maenner",140,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2205,"Jugendstrafrechtspflege","Frauen",52,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2205,"Jugendstrafrechtspflege","Maenner",44,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2206,"Justizvollzug und Wiedereingliederung","Frauen",755,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2206,"Justizvollzug und Wiedereingliederung","Maenner",275,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2207,"Gemeindeamt","Frauen",34,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2207,"Gemeindeamt","Maenner",32,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2221,"Handelsregisteramt","Frauen",41,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2221,"Handelsregisteramt","Maenner",26,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2223,"Statistisches Amt","Frauen",22,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2223,"Statistisches Amt","Maenner",13,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2224,"Staatsarchiv","Frauen",24,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2224,"Staatsarchiv","Maenner",55,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2232,"Kantonale Opferhilfestelle","Frauen",3,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2232,"Kantonale Opferhilfestelle","Maenner",6,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2233,"Fachstelle Gleichstellung","Frauen",1,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2233,"Fachstelle Gleichstellung","Maenner",4,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2234,"Fachstelle Kultur","Frauen",6,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2234,"Fachstelle Kultur","Maenner",14,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2241,"Fachstelle Integration","Frauen",7,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2241,"Fachstelle Integration","Maenner",8,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2251,"Bezirksraete","Frauen",17,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2251,"Bezirksraete","Maenner",48,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2261,"Statthalteraemter","Frauen",45,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,2,"Direktion der Justiz und des Innern",2261,"Statthalteraemter","Maenner",57,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3000,"Generalsekretariat Zentrale Vollzugsaufgaben und Rekursabteilung","Frauen",40,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3000,"Generalsekretariat Zentrale Vollzugsaufgaben und Rekursabteilung","Maenner",33,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3100,"Kantonspolizei","Frauen",2993,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3100,"Kantonspolizei","Maenner",946,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3200,"Strassenverkehrsamt","Frauen",347,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3200,"Strassenverkehrsamt","Maenner",87,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3300,"Migrationsamt","Frauen",143,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3300,"Migrationsamt","Maenner",43,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3400,"Amt fuer Militaer und Zivilschutz","Frauen",108,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3400,"Amt fuer Militaer und Zivilschutz","Maenner",30,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3500,"Sozialamt","Frauen",96,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3500,"Sozialamt","Maenner",149,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,3,"Sicherheitsdirektion",3700,"Sportamt","Frauen",8,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,3,"Sicherheitsdirektion",3700,"Sportamt","Maenner",13,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,4,"Finanzdirektion",4000,"Generalsekretariat","Frauen",13,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,4,"Finanzdirektion",4000,"Generalsekretariat","Maenner",5,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,4,"Finanzdirektion",4100,"Finanzverwaltung","Frauen",38,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,4,"Finanzdirektion",4100,"Finanzverwaltung","Maenner",18,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,4,"Finanzdirektion",4400,"Steuern Betriebsteil","Frauen",617,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,4,"Finanzdirektion",4400,"Steuern Betriebsteil","Maenner",183,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,4,"Finanzdirektion",4500,"Personalamt","Frauen",30,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,4,"Finanzdirektion",4500,"Personalamt","Maenner",27,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,4,"Finanzdirektion",4610,"Amt fuer Informatik","Frauen",98,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,4,"Finanzdirektion",4610,"Amt fuer Informatik","Maenner",22,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,4,"Finanzdirektion",4700,"Drucksachen und Material","Frauen",34,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,4,"Finanzdirektion",4700,"Drucksachen und Material","Maenner",4,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,5,"Volkswirtschaftsdirektion",5000,"Generalsekretariat","Frauen",13,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,5,"Volkswirtschaftsdirektion",5000,"Generalsekretariat","Maenner",6,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,5,"Volkswirtschaftsdirektion",5205,"Amt fuer Mobilitaet","Frauen",38,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,5,"Volkswirtschaftsdirektion",5205,"Amt fuer Mobilitaet","Maenner",21,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,5,"Volkswirtschaftsdirektion",5300,"Amt fuer Wirtschaft und Arbeit","Frauen",724,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,5,"Volkswirtschaftsdirektion",5300,"Amt fuer Wirtschaft und Arbeit","Maenner",185,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,6,"Gesundheitsdirektion",6000,"Steuerung Gesundheitsversorgung"" ","Frauen",74,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,6,"Gesundheitsdirektion",6000,"Steuerung Gesundheitsversorgung"" ","Maenner",72,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,6,"Gesundheitsdirektion",6100,"Aufsicht und Bewilligungen im Gesundheitswesen","Frauen",123,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,6,"Gesundheitsdirektion",6100,"Aufsicht und Bewilligungen im Gesundheitswesen","Maenner",66,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
2020-12-31,6,"Gesundheitsdirektion",6150,"Arzneimittelversorgung","Frauen",108,"Anstellungsverhaeltnisse [Anzahl]","Vollzeit = Beschaeftigungsgrad ≥ 90%",
2020-12-31,6,"Gesundheitsdirektion",6150,"Arzneimittelversorgung","Maenner",48,"Anstellungsverhaeltnisse [Anzahl]","Teilzeit = Beschaeftigungsgrad < 90%",
